Datetime,BBC,Daily Mail,NBC News,The Washington Post,New York Times,The Huffington Post,Fox News,The Guardian,The Wall Street Journal,USA Today,LA Times,India Times,Bloomberg,Yahoo,,,
2016-11-07 22:00:04.444676,Trump team tries to ease global concern,"Former helicopter pilot is arrested after spending four years barricaded inside a £500,000 farmhouse he lost in a divorce battle","Clinton, Trump Hit Trail for Frantic Final Day","With email probe put to rest, Clinton and Trump dash to finish line",Clinton Takes Sunny Approach as Trump Has Dark Warnings,TAX SNAKE,"CLOSING ARGUMENTS: Trump vows to 'bring back jobs,' Clinton warns not to vote for 'anger' in dash to finish",Clinton campaign buoyed by high Latino turnout in election's final hours,Clinton and Trump Battle to the End,How to make sense of what's happening when polls close,California ballot propositions rake in a record $473 million in campaign cash,Why A Trump Presidency Will Be Damaging To The US-India Relationship,Here's Your Cheat Sheet for How Markets Will React to the Election,,,,
2016-11-07 23:00:03.917743,Trump team tries to ease global concern,"Former helicopter pilot is arrested after spending four years barricaded inside a £500,000 farmhouse he lost in a divorce battle","Clinton, Trump Hit Trail for Frantic Final Day",Officials brace for chaotic day of voting,Clinton Takes Sunny Approach as Trump Has Dark Warnings,TAX SNAKE,"CLOSING ARGUMENTS: Trump vows to 'bring back jobs,' Clinton warns not to vote for 'anger' in dash to finish",Clinton campaign buoyed by high Latino turnout in election's final hours,"Clinton, Trump Battle to the End Across States",How to make sense of what's happening when polls close,"At Clinton's election eve rally, 2 decades of national leadership – and Bruce Springsteen",Why A Trump Presidency Will Be Damaging To The US-India Relationship,Here's Your Cheat Sheet for How Markets Will React to the Election,,,,
2016-11-08 00:00:04.209577,Trump team tries to ease global concern,"Former helicopter pilot is arrested after spending four years barricaded inside a £500,000 farmhouse he lost in a divorce battle","Clinton, Trump Hit Trail for Frantic Final Day",Officials brace for chaotic day of voting,Clinton Takes Sunny Approach as Trump Has Dark Warnings,"THE FINAL SPRINT
 FLORIDA DEM VOTE SPIKES
THE KEY GROUPS","CLOSING ARGUMENTS: Trump vows to 'bring back jobs,' Clinton warns not to vote for 'anger' in dash to finish",Michelle Obama calls 'phenomenal' Hillary Clinton 'an inspiration to me',"Clinton, Trump Battle to the End Across States",How Trump drove down presidential spending,"At Clinton's election eve rally, 2 decades of national leadership – and Bruce Springsteen",Why A Trump Presidency Will Be Damaging To The US-India Relationship,Here's Your Cheat Sheet for How Markets Will React to the Election,,,,
2016-11-08 01:00:04.101646,US candidates in final push for votes,'It's gonna be Brexit plus plus plus!' Trump calls on US voters to defy elite and emulate Britons' defiance as election goes down to the wire - and here's your guide to what going to happen and when,"Clinton, Trump Hit Trail for Frantic Final Day",Officials brace for chaotic day of voting,Clinton Takes Sunny Approach as Trump Has Dark Warnings,"THE FINAL SPRINT
FLORIDA DEM VOTE SPIKES
THE KEY GROUPS","CLOSING ARGUMENTS: Trump vows to 'bring back jobs,' Clinton warns not to vote for 'anger' in dash to finish",Hillary Clinton tells star-studded rally: 'Let's make history together',"Clinton, Trump Battle to the End Across States",How Trump drove down presidential spending,Clinton and Trump churn across swing states in final blitz,Why A Trump Presidency Will Be Damaging To The US-India Relationship,Clinton and Trump Plead for Every Last Vote,,,,
2016-11-08 02:00:04.545714,US candidates in final push for votes,'It's gonna be Brexit plus plus plus!' Trump calls on US voters to defy elite and emulate Britons' defiance as election goes down to the wire - and here's your guide to what going to happen and when,"With Hours to Go, Clinton, Trump Make Their Final Pitches",Officials brace for chaotic day of voting,Clinton Takes Sunny Approach as Trump Has Dark Warnings,"THE FINAL SPRINT
FLORIDA DEM VOTE SPIKES
THE KEY GROUPS","CLOSING ARGUMENTS: Trump vows to 'bring back jobs,' Clinton warns not to vote for 'anger' in dash to finish",Hillary Clinton tells star-studded rally: 'Let's make history together',Clinton and Trump Battle to the End,How Trump drove down presidential spending,Clinton and Trump churn across swing states in final blitz,Why A Trump Presidency Will Be Damaging To The US-India Relationship,Clinton and Trump Plead for Every Last Vote,,,,
2016-11-08 03:00:04.011785,US candidates in final push for votes,'It's gonna be Brexit plus plus plus!' Trump calls on US voters to defy elite and emulate Britons' defiance as election goes down to the wire - and here's your guide to what going to happen and when,"With Hours to Go, Clinton, Trump Make Their Final Pitches",Officials brace for chaotic day of voting,Clinton Takes Sunny Approach as Trump Has Dark Warnings,"THE FINAL SPRINT
FLORIDA DEM VOTE SPIKES
THE KEY GROUPS","CLOSING ARGUMENTS: Trump vows to 'bring back jobs,' Clinton warns not to vote for 'anger' in dash to finish",Hillary Clinton tells star-studded rally: 'Let's make history together',Clinton and Trump Battle to the End,Clinton closes her historic presidential campaign at Independence Hall,Clinton and Trump churn across swing states in final blitz,Why A Trump Presidency Will Be Damaging To The US-India Relationship,Here's Your Cheat Sheet for Market Reactions to the Election,,,,
2016-11-08 04:00:04.271723,US candidates in final push for votes,'It's gonna be Brexit plus plus plus!' Trump calls on US voters to defy elite and emulate Britons' defiance as election goes down to the wire - and here's your guide to what going to happen and when,Can Donald Trump's Movement Survive Without Donald Trump?,Officials brace for chaotic day of voting,Clinton Takes Sunny Approach as Trump Has Dark Warnings,ONE CHANCE TO SAVE THE WORLD,"CLOSING ARGUMENTS: Trump vows to 'bring back jobs,' Clinton warns not to vote for 'anger' in dash to finish","Dixville Notch, small town in New Hampshire, is first to declare results on election day",Clinton and Trump Battle to the End,Clinton closes her historic presidential campaign at Independence Hall,Security headache: Trump and Clinton will be almost within shouting distance on election night,Why A Trump Presidency Will Be Damaging To The US-India Relationship,"It’s Finally Election Day as Clinton, Trump Wait on Results",,,,
2016-11-08 05:00:04.223963,US candidates in final push for votes,'It's gonna be Brexit plus plus plus!' Trump calls on US voters to defy elite and emulate Britons' defiance as election goes down to the wire - and here's your guide to what going to happen and when,Can Donald Trump's Movement Survive Without Donald Trump?,Officials brace for chaotic day of voting,Clinton Takes Sunny Approach as Trump Has Dark Warnings,ONE CHANCE TO SAVE THE WORLD,"CLOSING ARGUMENTS: Trump vows to 'bring back jobs,' Clinton warns not to vote for 'anger' in dash to finish",US election: Clinton and Trump wrap up final rallies telling the nation to 'go vote',Clinton and Trump Battle to the End,Clinton closes her historic presidential campaign at Independence Hall,Security headache: Trump and Clinton will be almost within shouting distance on election night,Why A Trump Presidency Will Be Damaging To The US-India Relationship,"It’s Finally Election Day as Clinton, Trump Wait on Results",,,,
2016-11-08 06:00:04.837936,US candidates in final push for votes,'It's gonna be Brexit plus plus plus!' Trump calls on US voters to defy elite and emulate Britons' defiance as election goes down to the wire - and here's your guide to what going to happen and when,Can Donald Trump's Movement Survive Without Donald Trump?,Officials brace for chaotic day of voting,Clinton Takes Sunny Approach as Trump Has Dark Warnings,ONE CHANCE TO SAVE THE WORLD,BATTLE FOR THE SENATE: Races to watch as the fight for control heats up,Clinton says she has 'faith in future' as Trump piles into Beyoncé and Jay-Z,Clinton and Trump Battle to the End,And it begins: Trump takes 32-25 lead in New Hampshire midnight voting,Security headache: Trump and Clinton will be almost within shouting distance on election night,Why A Trump Presidency Will Be Damaging To The US-India Relationship,Here's a Cheat Sheet for How Markets Will React to the Election,,,,
2016-11-08 07:00:04.386214,US candidates in final push for votes,'It's gonna be Brexit plus plus plus!' Trump calls on US voters to defy elite and emulate Britons' defiance as election goes down to the wire - and here's your guide to what going to happen and when,Can Donald Trump's Movement Survive Without Donald Trump?,Officials brace for chaotic day of voting,Clinton Takes Sunny Approach as Trump Has Dark Warnings,ONE CHANCE TO SAVE THE WORLD,BATTLE FOR THE SENATE: Races to watch as the fight for control heats up,Trump and Clinton make passionate final pitches,Clinton and Trump Battle to the End,Trump takes 32-25 lead in New Hampshire after midnight voting,Security headache: Trump and Clinton will be almost within shouting distance on election night,Why A Trump Presidency Will Be Damaging To The US-India Relationship,Here's a Cheat Sheet for How Markets Will React to the Election,Husband: Missing wife 'definitely was taken',,,
2016-11-08 08:00:03.975762,US votes after rancorous campaign,'I am sorry beyond words': British banker Rurik Jutting is found GUILTY of murdering two prostitutes in orgy of torture at luxury Hong Kong flat as judge brands him 'sadistic and psychopathic',Can Donald Trump's Movement Survive Without Donald Trump?,Officials brace for chaotic day of voting,Clinton Takes Sunny Approach as Trump Has Dark Warnings,ONE CHANCE TO SAVE THE WORLD,"JUDGMENT DAY: Trump, Clinton make late-night pitches as small New Hampshire towns kickoff voting",Trump and Clinton make passionate final pitches,Clinton and Trump Battle to the End,Trump takes 32-25 lead in New Hampshire after midnight voting,Security headache: Trump and Clinton will be almost within shouting distance on election night,Why A Trump Presidency Will Be Damaging To The US-India Relationship,America’s Voters Finally Get Their Day,Husband: Missing wife 'definitely was taken',,,
2016-11-08 09:00:04.250679,US votes after rancorous campaign,'I am sorry beyond words': British banker Rurik Jutting is found GUILTY of murdering two prostitutes in orgy of torture at luxury Hong Kong flat as judge brands him 'sadistic and psychopathic',Can Donald Trump's Movement Survive Without Donald Trump?,Officials brace for chaotic day of voting,Clinton Takes Sunny Approach as Trump Has Dark Warnings,ONE CHANCE TO SAVE THE WORLD,"JUDGMENT DAY: Trump, Clinton make late-night pitches as small New Hampshire towns kickoff voting",Voters head to polls as Trump and Clinton aim to make history,Clinton and Trump Battle to the End,Trump takes 32-25 lead in New Hampshire after midnight voting,Security headache: Trump and Clinton will be almost within shouting distance on election night,Why A Trump Presidency Will Be Damaging To The US-India Relationship,Your Hour-by-Hour Guide to Following Obsessively on Election Day,Husband: Missing wife 'definitely was taken',,,
2016-11-08 10:00:04.567438,US picks its next president,Kensington Palace CONFIRMS Prince Harry has been dating Meghan Markle for months and insists: 'It is not a game - it is her life and his',"Analysis: As Election Day Arrives, Plenty of Blame to Go Around",Metro delays on the Blue Line,Clinton or Trump? A Changing Electorate Will Decide,ONE CHANCE TO SAVE THE WORLD,"JUDGMENT DAY: Trump, Clinton make late-night pitches as small New Hampshire towns kickoff voting",Voters head to polls as Trump and Clinton aim to make history,Clinton and Trump Battle to the End,"As millions vote, thousands monitor polls for problems",Security headache: Trump and Clinton will be almost within shouting distance on election night,Punjab Elections Screwed The Delhi Air And No One Is Talking About That,Here’s a Cheat Sheet for How Markets Will React to the Election,Warning about Trump and ‘nuclear war’,,,
2016-11-08 11:00:04.054420,US picks its next president,Harry confirms he HAS been dating Meghan for 'months': Prince releases extraordinary statement attacking 'sexist and racist abuse' of his 'girlfriend' and insists: 'It is not a game - it is her life',"Analysis: As Election Day Arrives, Plenty of Blame to Go Around",Officials brace for chaotic day of voting,Clinton or Trump? A Changing Electorate Will Decide,ONE CHANCE TO SAVE THE WORLD,"JUDGMENT DAY: Trump, Clinton make late-night pitches as small New Hampshire towns kickoff voting",US elections: polls open as Trump and Clinton aim to make history,Polls Open After Bruising Campaign,"What could go wrong? As millions vote, watchful eyes monitor polls","In 'predictable,' deep-blue California, voters find their motivation",Punjab Elections Screwed The Delhi Air And No One Is Talking About That,America’s Voters Finally Get Their Day,Warning about Trump and ‘nuclear war’,,,
